Symbol	POL_number_unique_variants	POL_SNP_cum_AF	POL_SNP_cum_AC	POL_SNP_cum_AN	gnomAD_NFE_number_unique_variants	gnomAD_NFE_SNP_cum_AF	gnomAD_NFE_SNP_cum_AN	gnomAD_NFE_SNP_cum_AC	cum_AF_fold_change	fisher_p	fisher_p_corr	fisher_q
EYS	2	0.000929368	2	2152	41	0.0019049704	64598	123	-1.03544670492637	0.445569942879599	836.334782785008	1
F10	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
F12	0	0	0	2152	2	0.0000774123	64598	5	-Inf	1	1877	1
F13A1	0	0	0	2152	6	0.0002171385	64598	14	-Inf	1	1877	1
F13B	0	0	0	2152	1	0.0000155015	64598	1	-Inf	1	1877	1
F2	0	0	0	2152	3	0.0000619449	64598	4	-Inf	1	1877	1
F5	0	0	0	2152	7	0.000247808	64598	16	-Inf	1	1877	1
F7	3	0.006040892	13	2152	13	0.0011630364	64598	75	2.37686534397795	0.00000495405899498843	0.00929876873359328	0.000664197766685234
FA2H	1	0.000464684	1	2152	6	0.0002788034	64598	18	0.737001815885564	0.46352292409799	870.032528531928	1
FAH	2	0.001394052	3	2152	16	0.0006977168	64598	45	0.998570899500984	0.201190616014542	377.634786259296	1
FAM126A	0	0	0	2152	1	0.0000619425	64598	4	-Inf	1	1877	1
FAM189A1	0	0	0	2152	2	0.0001239009	64598	8	-Inf	1	1877	1
FAM20A	0	0	0	2152	2	0.0000464631	64598	3	-Inf	1	1877	1
FAM20C	0	0	0	2152	2	0.0000464512	64598	3	-Inf	1	1877	1
FAN1	1	0.000929368	2	2152	5	0.0003871969	64598	25	1.26318256876297	0.215902758034435	405.249476830635	1
FANCA	3	0.008828998	19	2152	55	0.0115709788	64598	747	-0.390189287236536	0.302041986058484	566.932807831774	1
FANCC	1	0.00232342	5	2152	19	0.001006732	64598	65	1.20657029317206	0.0754288572878547	141.579965129303	1
FANCD2	4	0.001859168	4	2152	7	0.0003871877	64598	25	2.26355211481798	0.0134524187513244	25.2501899962359	0.371326323474057
FANCE	0	0	0	2152	4	0.0001703946	64598	11	-Inf	1	1877	1
FANCI	2	0.001394052	3	2152	11	0.0004026664	64598	26	1.79162737814604	0.065662621418761	123.248740403014	0.91976671942548
FANCL	0	0	0	2152	3	0.0001084493	64598	7	-Inf	1	1877	1
FANCM	2	0.000929368	2	2152	13	0.0013474932	64598	87	-0.535956116629631	1	1877	1
FARS2	0	0	0	2152	7	0.0003406914	64598	22	-Inf	1	1877	1
FARSA	0	0	0	2152	1	0.0000154967	64598	1	-Inf	1	1877	1
FARSB	0	0	0	2152	4	0.0001084157	64598	7	-Inf	1	1877	1
FASTKD2	0	0	0	2152	3	0.0000619473	64598	4	-Inf	1	1877	1
FBLN5	0	0	0	2152	2	0.0000929205	64598	6	-Inf	1	1877	1
FBP1	0	0	0	2152	4	0.0001550249	64598	10	-Inf	1	1877	1
FBXL4	0	0	0	2152	8	0.0004491605	64598	29	-Inf	1	1877	1
FBXO7	0	0	0	2152	1	0.000108409	64598	7	-Inf	1	1877	1
FCGR3A	1	0.000929368	2	2152	2	0.0001393772	64598	9	2.73725539338797	0.0471029396398259	88.4122177039532	0.782409006229674
FCHO1	0	0	0	2152	1	0.0000154837	64598	1	-Inf	1	1877	1
FCN3	0	0	0	2152	2	0.0000619607	64598	4	-Inf	1	1877	1
FCSK	0	0	0	2152	2	0.0002478081	64598	16	-Inf	1	1877	1
FDX2	0	0	0	2152	1	0.0000154832	64598	1	-Inf	1	1877	1
FDXR	0	0	0	2152	4	0.000123922	64598	8	-Inf	1	1877	1
FECH	1	0.000464684	1	2152	6	0.0003871101	64598	25	0.263506021682992	0.573526163447534	1076.50860879102	1
FERMT1	0	0	0	2152	4	0.0001703582	64598	11	-Inf	1	1877	1
FERMT3	0	0	0	2152	1	0.0000154823	64598	1	-Inf	1	1877	1
FGA	0	0	0	2152	8	0.0002478375	64598	16	-Inf	1	1877	1
FGB	0	0	0	2152	1	0.000108416	64598	7	-Inf	1	1877	1
FGD4	0	0	0	2152	3	0.0000774329	64598	5	-Inf	1	1877	1
FGF23	0	0	0	2152	2	0.0000309798	64598	2	-Inf	1	1877	1
FGF3	0	0	0	2152	2	0.0000309742	64598	2	-Inf	1	1877	1
FGF5	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
FGG	0	0	0	2152	1	0.0000154904	64598	1	-Inf	1	1877	1
FH	0	0	0	2152	5	0.0001858233	64598	12	-Inf	1	1877	1
FIG4	2	0.000929368	2	2152	14	0.0004028245	64598	26	1.20609853933492	0.227875157423976	427.721670484803	1
FITM2	0	0	0	2152	2	0.0000464948	64598	3	-Inf	1	1877	1
FKBP10	1	0.000464684	1	2152	3	0.0001085757	64598	7	2.09754871678428	0.230628052185011	432.888853951266	1
FKBP14	1	0.00418216	9	2152	1	0.000867437	64598	56	2.26941737032905	0.00023239566901204	0.436206670735599	0.0155788096691285
FKRP	1	0.00185874	4	2152	11	0.0022062006	64598	143	-0.247238994115794	1	1877	1
FKTN	0	0	0	2152	8	0.0001394441	64598	9	-Inf	1	1877	1
FLAD1	0	0	0	2152	3	0.0000929297	64598	6	-Inf	1	1877	1
FLG-AS1	0	0	0	2152	4	0.0038725211	64598	250	-Inf	0.000474040246129853	0.889773541985735	0.0287023723221205
FLNB	0	0	0	2152	3	0.0000774334	64598	5	-Inf	1	1877	1
FLVCR1	0	0	0	2152	5	0.0001548763	64598	10	-Inf	1	1877	1
FLVCR2	0	0	0	2152	4	0.0000774244	64598	5	-Inf	1	1877	1
FMN2	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
FMO3	2	0.002325154	5	2152	11	0.0033609986	64598	217	-0.531563669490258	0.565895716560427	1062.18625998392	1
FOLR1	0	0	0	2152	3	0.0000464665	64598	3	-Inf	1	1877	1
FOXE3	0	0	0	2152	3	0.0001096865	64598	7	-Inf	1	1877	1
FOXI1	0	0	0	2152	1	0.000123958	64598	8	-Inf	1	1877	1
FOXRED1	0	0	0	2152	7	0.0004339687	64598	28	-Inf	1	1877	1
FRAS1	1	0.00139405	3	2152	16	0.0004336632	64598	28	1.68463537827291	0.0770984661922646	144.713821042881	1
FREM1	1	0.000464684	1	2152	4	0.0004335614	64598	28	0.100013651652002	0.6134744244413	1151.49149467632	1
FREM2	0	0	0	2152	3	0.0001238942	64598	8	-Inf	1	1877	1
FRRS1L	0	0	0	2152	3	0.0000933701	64598	6	-Inf	1	1877	1
FSHB	0	0	0	2152	3	0.0000464559	64598	3	-Inf	1	1877	1
FSHR	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
FSIP2	0	0	0	2152	1	0.0000155754	64598	1	-Inf	1	1877	1
FTCD	1	0.000929368	2	2152	5	0.0001703769	64598	11	2.447520225137	0.0640366128112455	120.196722246708	0.910581229141725
FTL	0	0	0	2152	4	0.000092934	64598	6	-Inf	1	1877	1
FTO	0	0	0	2152	2	0.0000464689	64598	3	-Inf	1	1877	1
FUCA1	0	0	0	2152	5	0.0002014094	64598	13	-Inf	1	1877	1
FUT1	0	0	0	2152	2	0.0001548513	64598	10	-Inf	1	1877	1
FUT2	0	0	0	2152	1	0.0000309943	64598	2	-Inf	1	1877	1
FXN	0	0	0	2152	3	0.0000929392	64598	6	-Inf	1	1877	1
FYCO1	1	0.000464684	1	2152	3	0.0002787613	64598	18	0.737219682839253	0.46352292409799	870.032528531928	1
FZD6	0	0	0	2152	4	0.0001549306	64598	10	-Inf	1	1877	1
G6PC1	0	0	0	2152	19	0.001657438	64598	107	-Inf	0.0525685941911009	98.6712512966964	0.848662990765024
G6PC3	0	0	0	2152	2	0.0000619521	64598	4	-Inf	1	1877	1
GAA	3	0.002788108	6	2152	44	0.008541189	64598	552	-1.61515047176122	0.00161501208706496	3.03137768742092	0.0721756592243077
GAD1	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
GALC	3	0.001394484	3	2152	23	0.000837802	64598	54	0.735050147977225	0.433032973434792	812.802891137104	1
GALE	0	0	0	2152	4	0.0001394081	64598	9	-Inf	1	1877	1
GALK1	1	0.000464684	1	2152	2	0.0001858789	64598	12	1.32188695846613	0.34692280498506	651.174104956957	1
GALNS	0	0	0	2152	23	0.00091423	64598	59	-Inf	0.266981756208506	501.124756403365	1
GALNT3	0	0	0	2152	6	0.0001548941	64598	10	-Inf	1	1877	1
GALT	2	0.001394052	3	2152	24	0.0010221467	64598	66	0.447682107807457	0.488960657837111	917.779154760258	1
GAMT	1	0.000464684	1	2152	10	0.000774621	64598	50	-0.737240642578386	1	1877	1
GAN	1	0.000464684	1	2152	3	0.0000464919	64598	3	3.32119867955236	0.122857997716503	230.604461713877	1
GAS2L2	0	0	0	2152	1	0.00100682	64598	65	-Inf	0.276300543330127	518.616119830648	1
GAS8	0	0	0	2152	2	0.0000464468	64598	3	-Inf	1	1877	1
GATB	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
GATM	0	0	0	2152	2	0.0000464674	64598	3	-Inf	1	1877	1
GBA	4	0.010687728	23	2152	18	0.0142898896	64598	923	-0.419039573422687	0.193305002573321	362.833489830123	1
GBA2	0	0	0	2152	5	0.0001084286	64598	7	-Inf	1	1877	1
GBE1	3	0.002323418	5	2152	15	0.0018450783	64598	119	0.33256668739758	0.604065399308977	1133.83075450295	1
GCDH	4	0.001858736	4	2152	40	0.0024368682	64598	157	-0.39070634789658	0.822191504778514	1543.25345446927	1
GCH1	0	0	0	2152	4	0.0000774579	64598	5	-Inf	1	1877	1
GCK	0	0	0	2152	8	0.0001393739	64598	9	-Inf	1	1877	1
GCNT2	0	0	0	2152	5	0.0002787894	64598	18	-Inf	1	1877	1
GDAP1	3	0.001394052	3	2152	10	0.000309764	64598	20	2.17004298409989	0.0366391902583803	68.7717601149798	0.654969143952189
GDAP2	0	0	0	2152	2	0.0000464669	64598	3	-Inf	1	1877	1
GDF1	1	0.000464684	1	2152	7	0.0005031832	64598	33	-0.11483378429743	1	1877	1
GDF5	0	0	0	2152	3	0.0000464655	64598	3	-Inf	1	1877	1
GDF6	1	0.000464684	1	2152	3	0.0001703485	64598	11	1.4477607269561	0.325162328663997	610.329690902322	1
GEMIN4	0	0	0	2152	1	0.0000309809	64598	2	-Inf	1	1877	1
GFER	1	0.000464684	1	2152	6	0.0003562002	64598	23	0.38356164433953	0.54462685666164	1022.2646099539	1
GFM1	0	0	0	2152	20	0.0006195527	64598	40	-Inf	0.640674187756305	1202.54545041858	1
GFM2	0	0	0	2152	1	0.0000619521	64598	4	-Inf	1	1877	1
GFPT1	0	0	0	2152	2	0.0000774416	64598	5	-Inf	1	1877	1
GGA3	0	0	0	2152	1	0.000108416	64598	7	-Inf	1	1877	1
GGCX	0	0	0	2152	4	0.0001858407	64598	12	-Inf	1	1877	1
GH1	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
GHR	0	0	0	2152	6	0.0002013578	64598	13	-Inf	1	1877	1
GHRHR	0	0	0	2152	5	0.000402704	64598	26	-Inf	1	1877	1
GIGYF2	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
GINS1	1	0.000464684	1	2152	2	0.0005730906	64598	37	-0.302513262114271	1	1877	1
GIPC3	0	0	0	2152	1	0.0000158755	64598	1	-Inf	1	1877	1
GJA1	0	0	0	2152	1	0.0000309914	64598	2	-Inf	1	1877	1
GJB6	0	0	0	2152	3	0.0000774406	64598	5	-Inf	1	1877	1
GJC2	0	0	0	2152	7	0.0001086952	64598	7	-Inf	1	1877	1
GLB1	1	0.00139405	3	2152	30	0.0012544675	64598	81	0.152207212128596	0.753270502052193	1413.88873235197	1
GLDC	0	0	0	2152	26	0.0008229821	64598	53	-Inf	0.419693896167895	787.765443107138	1
GLDN	1	0.000464684	1	2152	7	0.0002942472	64598	19	0.659221283907245	0.480823708850821	902.506101512991	1
GLE1	1	0.000464684	1	2152	9	0.00038634	64598	25	0.266378915016712	0.573526163447534	1076.50860879102	1
GLI1	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
GLIS3	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
GLRB	0	0	0	2152	1	0.000031002	64598	2	-Inf	1	1877	1
GLRX5	0	0	0	2152	1	0.0000310511	64598	2	-Inf	1	1877	1
GLYCTK	0	0	0	2152	1	0.0000619694	64598	4	-Inf	1	1877	1
GM2A	0	0	0	2152	1	0.0000154943	64598	1	-Inf	1	1877	1
GMPPA	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
GMPPB	0	0	0	2152	11	0.0013161256	64598	85	-Inf	0.118425318360336	222.28432256235	1
GNAT1	0	0	0	2152	3	0.000092921	64598	6	-Inf	1	1877	1
GNE	1	0.000464684	1	2152	11	0.000433671	64598	28	0.0996489988154073	0.6134744244413	1151.49149467632	1
GNPAT	0	0	0	2152	1	0.0000154885	64598	1	-Inf	1	1877	1
GNPTAB	3	0.001394052	3	2152	20	0.0011309375	64598	73	0.301765174062563	0.737803762439112	1384.85766209821	1
GNPTG	0	0	0	2152	7	0.0002788658	64598	18	-Inf	1	1877	1
GNRHR	2	0.00418215	9	2152	8	0.0058397254	64598	377	-0.481655723605555	0.386078818095413	724.66994156509	1
GNS	0	0	0	2152	2	0.0000774425	64598	5	-Inf	1	1877	1
GORAB	0	0	0	2152	2	0.0000619554	64598	4	-Inf	1	1877	1
GOSR2	0	0	0	2152	4	0.0007434328	64598	48	-Inf	0.408495670180356	766.746372928528	1
GP1BA	0	0	0	2152	4	0.0001238994	64598	8	-Inf	1	1877	1
GP1BB	0	0	0	2152	4	0.0001086474	64598	7	-Inf	1	1877	1
GP6	1	0.00836431	18	2152	4	0.0019975296	64598	129	2.06602965081235	0.00000138448951880749	0.00259868682680166	0.000216557235566805
GP9	1	0.000930233	2	2152	4	0.0012240154	64598	79	-0.395957684006384	1	1877	1
GPAA1	0	0	0	2152	3	0.0002323414	64598	15	-Inf	1	1877	1
GPD1	0	0	0	2152	2	0.0001704086	64598	11	-Inf	1	1877	1
GPI	0	0	0	2152	4	0.000139412	64598	9	-Inf	1	1877	1
GPIHBP1	0	0	0	2152	1	0.0000154837	64598	1	-Inf	1	1877	1
GPLD1	0	0	0	2152	2	0.0000310415	64598	2	-Inf	1	1877	1
GPNMB	0	0	0	2152	2	0.0002168325	64598	14	-Inf	1	1877	1
GPR17	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
GPR179	3	0.001394052	3	2152	6	0.0002942734	64598	19	2.24405533165633	0.0326221691002812	61.2318114012278	0.606255558427998
GPSM2	0	0	0	2152	6	0.0005730196	64598	37	-Inf	0.633282795572121	1188.67180728887	1
GPT2	0	0	0	2152	2	0.0000464626	64598	3	-Inf	1	1877	1
GRAP	0	0	0	2152	1	0.0000309713	64598	2	-Inf	1	1877	1
GRHL2	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
GRHPR	2	0.000929368	2	2152	13	0.0007589672	64598	49	0.292212432247555	0.680543989514128	1277.38106831802	1
GRID2	0	0	0	2152	2	0.0000310059	64598	2	-Inf	1	1877	1
GRM1	0	0	0	2152	1	0.0000465087	64598	3	-Inf	1	1877	1
GRM6	1	0.000464684	1	2152	12	0.0006681512	64598	43	-0.523924645056452	1	1877	1
GRM7	0	0	0	2152	2	0.0000309703	64598	2	-Inf	1	1877	1
GRN	1	0.000464684	1	2152	5	0.0000774713	64598	5	2.58451611682687	0.178507578700088	335.058725220065	1
GRXCR1	0	0	0	2152	5	0.0005274123	64598	34	-Inf	0.628201474768414	1179.13416814031	1
GSR	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
GSS	0	0	0	2152	5	0.0001548845	64598	10	-Inf	1	1877	1
GSTZ1	0	0	0	2152	1	0.0000154943	64598	1	-Inf	1	1877	1
GTPBP3	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
GUCY1A1	0	0	0	2152	3	0.0000619526	64598	4	-Inf	1	1877	1
GUCY2C	0	0	0	2152	2	0.0000464684	64598	3	-Inf	1	1877	1
GUCY2D	2	0.001394052	3	2152	24	0.0009603154	64598	62	0.537704158125653	0.468288429948492	878.977383013318	1
GUF1	0	0	0	2152	1	0.0000929829	64598	6	-Inf	1	1877	1
GUSB	0	0	0	2152	12	0.0003408076	64598	22	-Inf	1	1877	1
GYG1	1	0.000464684	1	2152	3	0.000913713	64598	59	-0.975491110761304	1	1877	1
GYS1	0	0	0	2152	6	0.0001859514	64598	12	-Inf	1	1877	1
GYS2	2	0.0027881	6	2152	11	0.0008983518	64598	58	1.63392987803546	0.0170370695590491	31.9785795623351	0.438062733730618
H6PD	1	0.000929368	2	2152	2	0.0002167879	64598	14	2.09996573580064	0.0925105255358338	173.64225643076	1
HAAO	0	0	0	2152	1	0.000030977	64598	2	-Inf	1	1877	1
HACE1	0	0	0	2152	2	0.0000464977	64598	3	-Inf	1	1877	1
HADH	0	0	0	2152	1	0.0000154904	64598	1	-Inf	1	1877	1
HADHA	1	0.00371747	8	2152	11	0.0018746016	64598	121	0.987737080574657	0.0724165197422843	135.925807556268	0.999454467325498
HADHB	1	0.000929368	2	2152	6	0.0002882294	64598	19	1.68903246990481	0.145961614274758	273.969949993721	1
HARS2	0	0	0	2152	6	0.0003252114	64598	21	-Inf	1	1877	1
HAX1	0	0	0	2152	3	0.0004186656	64598	27	-Inf	1	1877	1
HBB	1	0.000929368	2	2152	15	0.0009911287	64598	64	-0.0928224355217285	1	1877	1
HEPHL1	0	0	0	2152	3	0.0001858876	64598	12	-Inf	1	1877	1
HERC1	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
HERC2	0	0	0	2152	1	0.0000154875	64598	1	-Inf	1	1877	1
HES7	0	0	0	2152	2	0.0000464943	64598	3	-Inf	1	1877	1
HEXA	0	0	0	2152	25	0.0016263899	64598	105	-Inf	0.052425833059562	98.4032886527979	0.848662990765024
HEXB	0	0	0	2152	14	0.0011772795	64598	76	-Inf	0.181584142151555	340.833434818469	1
HFE	0	0	0	2152	4	0.0001084109	64598	7	-Inf	1	1877	1
HGD	3	0.00278854	6	2152	20	0.0017192306	64598	111	0.697746899611689	0.282865674172998	530.938870422718	1
HGSNAT	1	0.000464684	1	2152	13	0.0003407025	64598	22	0.447737437174627	0.529451277808149	993.780048445896	1
HHAT	0	0	0	2152	1	0.0000309674	64598	2	-Inf	1	1877	1
HIBCH	0	0	0	2152	5	0.0001859389	64598	12	-Inf	1	1877	1
HIKESHI	0	0	0	2152	1	0.0000464684	64598	3	-Inf	1	1877	1
HINT1	1	0.00232342	5	2152	5	0.0005420169	64598	35	2.09984023043354	0.00893457091316552	16.7701896040117	0.289141200069167
HJV	0	0	0	2152	4	0.0006194148	64598	40	-Inf	0.640674187756305	1202.54545041858	1
HK1	0	0	0	2152	2	0.0000309707	64598	2	-Inf	1	1877	1
HLCS	0	0	0	2152	6	0.0001859475	64598	12	-Inf	1	1877	1
HMBS	0	0	0	2152	3	0.0001548692	64598	10	-Inf	1	1877	1
HMGCL	0	0	0	2152	4	0.0002013434	64598	13	-Inf	1	1877	1
HMGCS2	1	0.000465116	1	2152	2	0.0005420133	64598	35	-0.220737683615732	1	1877	1
HNF1A	0	0	0	2152	3	0.0000774455	64598	5	-Inf	1	1877	1
HOGA1	0	0	0	2152	13	0.0003561666	64598	23	-Inf	1	1877	1
HOXB1	0	0	0	2152	1	0.0000154971	64598	1	-Inf	1	1877	1
HPCA	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
HPD	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
HPDL	1	0.000464684	1	2152	1	0.000108457	64598	7	2.09912680080966	0.230628052185011	432.888853951266	1
HPGD	2	0.002788104	6	2152	2	0.0002788313	64598	18	3.32181995259324	0.0000910123089368341	0.170830103874438	0.00742739582062773
HPS1	2	0.0009298	2	2152	9	0.0007284709	64598	47	0.352049083305192	0.672275143898583	1261.86044509764	1
HPS3	0	0	0	2152	6	0.0001703994	64598	11	-Inf	1	1877	1
HPS4	1	0.000464684	1	2152	2	0.0001084238	64598	7	2.09956849482528	0.230628052185011	432.888853951266	1
HPS5	0	0	0	2152	2	0.0000309722	64598	2	-Inf	1	1877	1
HPS6	0	0	0	2152	6	0.0001394917	64598	9	-Inf	1	1877	1
HPSE2	0	0	0	2152	4	0.0003871821	64598	25	-Inf	1	1877	1
HSD11B2	0	0	0	2152	4	0.0002013538	64598	13	-Inf	1	1877	1
HSD17B3	0	0	0	2152	8	0.0004645795	64598	30	-Inf	1	1877	1
HSD17B4	2	0.001858734	4	2152	8	0.000387256	64598	25	2.26296082671905	0.0134524187513244	25.2501899962359	0.371326323474057
HSD3B2	0	0	0	2152	10	0.0003717558	64598	24	-Inf	1	1877	1
HSD3B7	0	0	0	2152	1	0.0000154818	64598	1	-Inf	1	1877	1
HSF2BP	1	0.000464684	1	2152	1	0.0000464569	64598	3	3.3222851772547	0.122857997716503	230.604461713877	1
HSPA9	1	0.000464684	1	2152	2	0.0000929204	64598	6	2.32218270109828	0.204994629081207	384.774918785425	1
HSPG2	0	0	0	2152	3	0.0000464627	64598	3	-Inf	1	1877	1
HTRA1	0	0	0	2152	5	0.0001394052	64598	9	-Inf	1	1877	1
HTT	1	0.00236742	5	2152	4	0.0133872851	64598	865	-2.49947583624216	0.000000179027437437347	0.000336034500069901	0.0000374863982478406
HYAL1	0	0	0	2152	2	0.0000309679	64598	2	-Inf	1	1877	1
HYDIN	0	0	0	2152	1	0.000046516	64598	3	-Inf	1	1877	1
IARS1	0	0	0	2152	4	0.000170352	64598	11	-Inf	1	1877	1
ICOS	0	0	0	2152	1	0.0000464698	64598	3	-Inf	1	1877	1
IDH3A	0	0	0	2152	4	0.0002632643	64598	17	-Inf	1	1877	1
IDUA	5	0.003254087	7	2152	35	0.0041091494	64598	265	-0.336586961948469	0.729222993881977	1368.75155951647	1
IFNAR2	0	0	0	2152	1	0.0000464871	64598	3	-Inf	1	1877	1
IFNGR1	0	0	0	2152	1	0.0000154842	64598	1	-Inf	1	1877	1
IFNGR2	0	0	0	2152	1	0.0000312774	64598	2	-Inf	1	1877	1
IFT140	0	0	0	2152	19	0.0007898016	64598	51	-Inf	0.414409007347437	777.845706791139	1
IFT172	0	0	0	2152	9	0.000325216	64598	21	-Inf	1	1877	1
IFT27	0	0	0	2152	2	0.0001238697	64598	8	-Inf	1	1877	1
IFT43	0	0	0	2152	2	0.0000309784	64598	2	-Inf	1	1877	1
IFT52	2	0.000929368	2	2152	3	0.0000619445	64598	4	3.90720187333964	0.0142930331018888	26.8280231322454	0.383257473317791
IFT74	0	0	0	2152	1	0.0000774881	64598	5	-Inf	1	1877	1
IFT80	0	0	0	2152	3	0.0000464875	64598	3	-Inf	1	1877	1
IFT81	0	0	0	2152	8	0.0003562994	64598	23	-Inf	1	1877	1
IGF1	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
IGFALS	0	0	0	2152	2	0.0002013392	64598	13	-Inf	1	1877	1
IGFBP7	0	0	0	2152	1	0.0000619521	64598	4	-Inf	1	1877	1
IGHMBP2	2	0.000929368	2	2152	17	0.0012390076	64598	80	-0.414863160973259	1	1877	1
IL10RA	0	0	0	2152	3	0.0000929113	64598	6	-Inf	1	1877	1
IL10RB	0	0	0	2152	2	0.0000464651	64598	3	-Inf	1	1877	1
IL11RA	0	0	0	2152	3	0.0002168122	64598	14	-Inf	1	1877	1
IL12B	0	0	0	2152	2	0.0000310048	64598	2	-Inf	1	1877	1
IL12RB1	0	0	0	2152	3	0.0002169809	64598	14	-Inf	1	1877	1
IL17RC	0	0	0	2152	1	0.0000154923	64598	1	-Inf	1	1877	1
IL1RN	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
IL21	0	0	0	2152	1	0.0000154828	64598	1	-Inf	1	1877	1
IL21R	0	0	0	2152	1	0.0000309751	64598	2	-Inf	1	1877	1
IL2RA	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
IL7R	0	0	0	2152	7	0.000247976	64598	16	-Inf	1	1877	1
ILDR1	2	0.0009298	2	2152	4	0.0006504985	64598	42	0.515374695654861	0.653308482667384	1226.26002196668	1
IMPG2	0	0	0	2152	12	0.0004182676	64598	27	-Inf	1	1877	1
INPP5E	0	0	0	2152	10	0.0002834937	64598	18	-Inf	1	1877	1
INPP5K	0	0	0	2152	3	0.0000464598	64598	3	-Inf	1	1877	1
INPPL1	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
INS	0	0	0	2152	5	0.0002169958	64598	14	-Inf	1	1877	1
INSL3	1	0.000465116	1	2152	1	0.0000154851	64598	1	4.90863796463408	0.0634404698960828	119.077761994947	0.908990549579751
INSR	0	0	0	2152	6	0.0001084354	64598	7	-Inf	1	1877	1
INTS1	0	0	0	2152	2	0.000108421	64598	7	-Inf	1	1877	1
INTU	0	0	0	2152	1	0.0000619905	64598	4	-Inf	1	1877	1
INVS	1	0.000464684	1	2152	6	0.000247803	64598	16	0.907056317412137	0.427173431482454	801.804530892566	1
IQCB1	1	0.000929368	2	2152	10	0.0006828018	64598	44	0.4447831092277	0.660548191652714	1239.84895573214	1
IQCE	1	0.00325279	7	2152	3	0.0024470809	64598	158	0.410615887635731	0.38017688654571	713.592016046298	1
IQSEC1	0	0	0	2152	2	0.0000309751	64598	2	-Inf	1	1877	1
IRAK4	1	0.000464684	1	2152	2	0.0006661553	64598	43	-0.519608579475212	1	1877	1
IRF7	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
ISCA2	0	0	0	2152	1	0.0000619828	64598	4	-Inf	1	1877	1
ISCU	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
ITGA2B	0	0	0	2152	14	0.0003563707	64598	23	-Inf	1	1877	1
ITGA3	0	0	0	2152	2	0.0000774286	64598	5	-Inf	1	1877	1
ITGA7	1	0.000465983	1	2152	4	0.0000619949	64598	4	2.91005588098454	0.151138487767055	283.686941538762	1
ITGA8	0	0	0	2152	1	0.000046503	64598	3	-Inf	1	1877	1
ITGB2	1	0.000464684	1	2152	8	0.000309749	64598	20	0.585150346079333	0.497566813579624	933.932909088954	1
ITGB4	0	0	0	2152	4	0.000092946	64598	6	-Inf	1	1877	1
ITGB6	0	0	0	2152	2	0.0000464684	64598	3	-Inf	1	1877	1
ITPA	1	0.000464684	1	2152	3	0.0000929474	64598	6	2.32176355623965	0.204994629081207	384.774918785425	1
IVD	1	0.00139405	3	2152	13	0.0017653392	64598	114	-0.340663108998486	1	1877	1
IYD	0	0	0	2152	3	0.0005111195	64598	33	-Inf	0.627114656566696	1177.09421037569	1
JAGN1	0	0	0	2152	2	0.0000464579	64598	3	-Inf	1	1877	1
JAK3	1	0.000464684	1	2152	5	0.0000774737	64598	5	2.58447142396039	0.178507578700088	335.058725220065	1
JAM2	0	0	0	2152	2	0.0000619444	64598	4	-Inf	1	1877	1
JAM3	1	0.000464684	1	2152	1	0.0000154904	64598	1	4.90680366719231	0.0634404698960828	119.077761994947	0.908990549579751
JUP	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
KANK2	0	0	0	2152	1	0.0000154943	64598	1	-Inf	1	1877	1
KARS1	0	0	0	2152	4	0.0002787423	64598	18	-Inf	1	1877	1
KATNIP	0	0	0	2152	5	0.0005730387	64598	37	-Inf	0.633282795572121	1188.67180728887	1
KCNJ1	0	0	0	2152	6	0.0004336573	64598	28	-Inf	1	1877	1
KCNJ10	0	0	0	2152	2	0.0000309703	64598	2	-Inf	1	1877	1
